qid,brand,description,sitelinks,en_title,n_wikipedias,review_flag,pv_median,trends_score,news_score,wiki_mom,wiki_yoy,wiki_latest,search_mom,search_yoy,news_mom,news_yoy,elig_pv,elig_trends,elig_news,trends_ratio,news_ratio,pv_ratio,sources,attention,breadth,raw,rank,interest_index,tier
Q2719846,Billionaire Boys Club,American and Japanese clothing retailer established by Pharrell Williams and Nigo,7.0,Billionaire Boys Club (clothing retailer),7,,3905.0,,,-6%,-57%,3238.0,+60%,-4%,0%,0%,True,False,False,0.0,0.0,0.19281835494737018,pv,0.19281835494737018,0.2938782611274845,0.20797734087438732,178,21.2,C
Q1151774,Max Mara,Italian fashion company,26.0,Max Mara,25,,8062.0,38.4,3.94,-12%,-28%,6790.0,+20%,+20%,>5000 (breakout),>5000 (breakout),True,True,True,0.15101142966675704,0.043389865526177435,0.27705069956390976,trends+news+pv,0.1439328144040137,0.5663763566299813,0.20729934573790884,179,21.1,C
Q3073195,Furla,Italian fashion company,11.0,Furla,10,,3323.0,,,+0%,-13%,2854.0,-60%,+30%,0%,0%,True,False,False,0.0,0.0,0.17787013096701362,pv,0.17787013096701362,0.3683958965174856,0.20644899579958442,180,21.1,C
Q938773,DKNY,New York-based fashion house,27.0,DKNY,26,,7900.0,30.4,8.15,+1%,-23%,6157.0,-3%,+30%,>5000 (breakout),>5000 (breakout),True,True,True,0.13436340429192395,0.06240494397389145,0.27425300815217524,trends+news+pv,0.14075378696856444,0.5771654471651555,0.2062155359980531,181,21.0,C
Q10853153,United Arrows,Japanese clothing brand,4.0,United Arrows,4,,4290.0,,,-3%,+22%,4381.0,-30%,+4%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.2021000869169163,pv,0.2021000869169163,0.2221510841918355,0.20510773650815417,182,20.9,C
Q28224724,Golden Goose,Italian footwear company,7.0,Golden Goose (company),6,,7369.0,69.26,28.38,+3%,-3%,6572.0,+10%,-10%,>5000 (breakout),no-data,True,True,True,0.20280817200705992,0.11645184906563957,0.26487570915405706,trends+news+pv,0.18931478255403325,0.2938782611274845,0.20499930434005093,183,20.9,C
Q3866987,Mulberry,"fashion company founded in England in 1971, known internationally for its leather goods, in particular women's handbags",9.0,Mulberry Group,8,,1319.0,74.52,,-12%,-30%,1035.0,-9%,+9%,>5000 (breakout),>5000 (breakout),True,True,False,0.21036846115572358,0.0,0.11206248582528426,trends+pv,0.18228103963274092,0.33322662628775324,0.20492287763099276,184,20.9,C
Q2979949,Club Monaco,"mid-priced, high-end casual clothing retailer",8.0,Club Monaco,7,,3554.0,,,+25%,+2%,3705.0,+40%,+400%,0%,0%,True,False,False,0.0,0.0,0.18394863350009322,pv,0.1839486335000932,0.3141690761599811,0.20348169989907638,185,20.8,C
Q4038967,Fred Perry,British clothing brand,12.0,Fred Perry (clothing label),10,,7916.0,28.11,,+3%,-5%,8187.0,+2%,>5000 (breakout),0%,0%,True,True,False,0.1292036045263445,0.0,0.27453059223957965,trends+pv,0.17072560101584028,0.3847769647767703,0.20283330557997978,186,20.7,C
Q842174,Eddie Bauer,American clothing company,9.0,Eddie Bauer,9,,10820.0,38.86,36.53,-17%,+6%,8518.0,+100%,+160%,>5000 (breakout),>5000 (breakout),True,True,True,0.1519132325372947,0.13211892439461892,0.32096042364949795,trends+news+pv,0.1797843783169326,0.33322662628775324,0.20280071551255568,187,20.7,C
Q43082416,Aimé Leon Dore,fashion brand,3.0,Aimé Leon Dore,2,,4330.0,,,+3%,-5%,3488.0,-10%,>5000 (breakout),>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.20304009239327156,pv,0.20304009239327156,0.19238848238838516,0.2014423508925386,188,20.5,C
Q104846139,Savage X Fenty,Lingerie line,3.0,Savage X Fenty,3,,4247.0,,,+6%,-24%,3274.0,-50%,-60%,0%,0%,True,False,False,0.0,0.0,0.20108468016121653,pv,0.20108468016121653,0.19238848238838516,0.19978025049529183,189,20.4,C
Q17141914,Scotch & Soda,Dutch fashion retail company,6.0,Scotch & Soda (clothing),5,,3639.0,,,,,3029.0,,,,,True,False,False,0.0,0.0,0.18613535932069236,pv,0.18613535932069236,0.2720784010380316,0.19902681557829324,190,20.3,C
Q950766,Safilo,Italian eyewear company,7.0,Safilo,7,,3376.0,,,-3%,-27%,3255.0,-8%,-20%,0%,0%,True,False,False,0.0,0.0,0.1792829844779468,pv,0.1792829844779468,0.2938782611274845,0.19647227597537745,191,20.0,C
Q5715308,Henri Bendel,American fashion company,6.0,Henri Bendel,5,,3486.0,,,+19%,-50%,2702.0,+250%,-40%,0%,0%,True,False,False,0.0,0.0,0.182180355659545,pv,0.182180355659545,0.2720784010380316,0.19566506246631796,192,20.0,C
Q1027874,Oniverse,Italian lingerie company,20.0,Oniverse,19,,5555.0,40.46,8.15,-1%,+239%,5528.0,-30%,-5%,+250%,no-data,True,True,True,0.15500908268661792,0.06240494397389145,0.22997460724695004,trends+news+pv,0.1422209459848664,0.49674492552822314,0.1953995429163699,193,19.9,C
Q4850707,Baleno,Hong Kong clothing retailer,4.0,Baleno (clothing retailer),3,,1329.0,58.06,129.83,-9%,-25%,982.0,+90%,+350%,0%,0%,True,True,True,0.18568752291128537,0.2490736137063136,0.11248648463772355,trends+news+pv,0.19006314249508147,0.2221510841918355,0.19487633374959457,194,19.9,C
Q1355904,Zegna,Italian luxury fashion house,20.0,Zegna,19,,11007.0,7.91,,-17%,-30%,8169.0,-3%,-70%,>5000 (breakout),>5000 (breakout),True,True,False,0.0685381612166953,0.0,0.3237220913679306,trends+pv,0.1414478555456197,0.49674492552822314,0.1947424160430102,195,19.9,C
Q457822,Fielmann,German multinational optician and eyewear retail chain,10.0,Fielmann AG,9,,3395.0,43.2,56.77,+19%,-5%,3686.0,+10%,+60%,>5000 (breakout),>5000 (breakout),True,True,True,0.16017180893105892,0.1647022910537065,0.17978677556277659,trends+news+pv,0.16545394689419674,0.35125170536101313,0.1933236106642192,196,19.7,C
Q1568588,Juicy Couture,American contemporary casual wear and dress clothing company,9.0,Juicy Couture,8,,6074.0,32.0,,+5%,+2%,5771.0,+30%,-60%,0%,no-data,True,True,False,0.13785394411597948,0.0,0.2404779427782691,trends+pv,0.1671750865909194,0.33322662628775324,0.19208281754544448,197,19.6,C
Q1002252,Bugatti,German fashion business,2.0,,2,,1841.0,80.92,89.36,-18%,-28%,1348.0,,,,,True,True,True,0.2192159470264276,0.20663875345914937,0.1323929162110451,trends+news+pv,0.19807818279316763,0.15708453807999054,0.19192913608619105,198,19.6,C
Q576316,Cacharel,French fashion house,13.0,Cacharel,12,,2510.0,,,-11%,-38%,2325.0,-10%,-10%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.15458762143039162,pv,0.15458762143039162,0.40048856247679027,0.1914727625873514,199,19.5,C
Q121878733,Vuori,American contemporary clothing brand,2.0,Vuori,2,,8828.0,43.2,,-21%,-13%,7412.0,+10%,+30%,>5000 (breakout),no-data,True,True,False,0.16017180893105892,0.0,0.2899138854635245,trends+pv,0.19724097365462054,0.15708453807999054,0.19121750831842602,200,19.5,C
Q588001,Geox,Italian shoe and clothing store chain,19.0,Geox,19,,6539.0,32.0,8.15,+13%,-12%,6273.0,-1%,+80%,+500%,>5000 (breakout),True,True,True,0.13785394411597948,0.06240494397389145,0.24951319817711007,trends+news+pv,0.1375510948855792,0.48416706309510354,0.18954349011700786,201,19.3,C
Q1089081,Fiorucci,Italian fashion company,8.0,Fiorucci,8,,2937.0,,,+17%,-5%,3218.0,-20%,-30%,0%,0%,True,False,False,0.0,0.0,0.16722061928280982,pv,0.16722061928280982,0.3141690761599811,0.1892628878143855,202,19.3,C
Q42332202,Bombas,American sock manufacturer,1.0,Bombas,1,,4172.0,70.4,,+5%,-43%,2881.0,+2%,+20%,0%,0%,True,True,False,0.20447044235861941,0.0,0.19930124151509418,trends+pv,0.20299352783189792,0.11107554209591775,0.18920582997150087,203,19.3,C
Q1484081,G-Star Raw,Dutch designer clothing company,14.0,G-Star (company),13,,4204.0,27.2,,+1%,+148%,4231.0,+6%,-10%,>5000 (breakout),>5000 (breakout),True,True,False,0.1270950566390442,0.0,0.20006411986973674,trends+pv,0.14794336041924205,0.4156066225731105,0.18809284974232232,204,19.2,C
Q1280255,ECCO,shoe company,20.0,ECCO,20,,5083.0,39.09,3.94,+6%,-7%,4674.0,-10%,-1%,>5000 (breakout),>5000 (breakout),True,True,True,0.1523621323849739,0.043389865526177435,0.2199874517533217,trends+news+pv,0.1331955162010045,0.49674492552822314,0.18772792760008727,205,19.1,C
Q1921997,Merrell,American footwear company,12.0,Merrell (company),11,,6205.0,22.86,,+29%,-2%,6238.0,+2%,+80%,0%,0%,True,True,False,0.11651512891364958,0.0,0.24305734358601408,trends+pv,0.152670047391468,0.3847769647767703,0.18748608499926334,206,19.1,C
Q265056,s.Oliver,German fashion company,12.0,S.Oliver,11,,4518.0,28.34,,-13%,-17%,3889.0,-9%,-10%,>5000 (breakout),no-data,True,True,False,0.1297311087887796,0.0,0.20740105799901531,trends+pv,0.15192252284884697,0.3847769647767703,0.18685068913803546,207,19.1,C
Q20716793,Pink,Victoria's Secret lingerie and apparel collection for young women,5.0,Pink (Victoria's Secret),4,,3251.0,,,+5%,-14%,3173.0,+30%,0%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.17593260730514101,pv,0.17593260730514101,0.24837246276411157,0.18679858562398657,208,19.1,C
Q5203233,D-A-S-H,closed fashion chain,6.0,Dash (boutique),6,,3049.0,,,+5%,-20%,2819.0,,,no-data,no-data,True,False,False,0.0,0.0,0.1703791967277906,pv,0.1703791967277906,0.2720784010380316,0.18563407737432672,209,18.9,C
Q1427623,Haglöfs,company,14.0,Haglöfs,13,,2202.0,,,+6%,-17%,1537.0,+20%,+3500%,0%,0%,True,False,False,0.0,0.0,0.14479264828620964,pv,0.14479264828620964,0.4156066225731105,0.18541474442924474,210,18.9,C
Q2672003,Celio,French men's clothing retailer,11.0,Celio (retailer),10,,4644.0,28.34,,-10%,-25%,3678.0,-30%,-10%,>5000 (breakout),>5000 (breakout),True,True,False,0.1297311087887796,0.0,0.2102732173124451,trends+pv,0.1527431397955412,0.3683958965174856,0.18509105330383285,211,18.9,C
Q651470,etnies,American footwear and apparel brand,15.0,Etnies,14,,2086.0,,,-3%,-27%,1981.0,+6%,+5%,0%,0%,True,False,False,0.0,0.0,0.14092725937422096,pv,0.14092725937422096,0.43019372470845035,0.18431722917435536,212,18.8,C
Q1136426,Hackett,multi-channel British menswear clothing brand and retailer,12.0,Hackett London,11,,2323.0,,,-10%,+68%,2123.0,-30%,-40%,0%,0%,True,False,False,0.0,0.0,0.14871763113075886,pv,0.14871763113075886,0.3847769647767703,0.1841265311776606,213,18.8,C
Q378698,Jaeger-LeCoultre,Swiss luxury watches and clocks manufactured since 1833,22.0,Jaeger-LeCoultre,21,,14021.0,10.03,3.94,+1%,+11%,13908.0,+10%,+40%,>5000 (breakout),>5000 (breakout),True,True,True,0.07717820498296578,0.043389865526177435,0.36536534233339135,trends+news+pv,0.12467913061601439,0.5209904731776234,0.18412583200025573,214,18.8,C
Q6925414,Mountain Warehouse,British outdoors clothing and equipment retail chain,5.0,Mountain Warehouse,4,,3123.0,,,+4%,-16%,2483.0,0%,-30%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.17243437462990654,pv,0.17243437462990654,0.24837246276411157,0.1838250878500373,215,18.8,C
Q147505,Zappos,online shoe and clothing shop,14.0,Zappos,13,,9082.0,28.8,8.15,+0%,-18%,7001.0,+60%,+40%,>5000 (breakout),>5000 (breakout),True,True,True,0.13077973435321863,0.06240494397389145,0.2940550234285268,trends+news+pv,0.14292235505448211,0.4156066225731105,0.18382499518227635,216,18.8,C
Q2967663,Church's,high-end English footwear manufacturer,12.0,Church's,11,,2307.0,,,-8%,-30%,1612.0,-1%,+50%,0%,0%,True,False,False,0.0,0.0,0.148204589045843,pv,0.148204589045843,0.3847769647767703,0.1836904454054821,217,18.7,C
Q182399,J. Barbour and Sons,English luxury fashion business founded by John Barbour in 1894,20.0,Barbour (company),19,,9685.0,5.65,,-10%,-12%,5752.0,+6%,-30%,>5000 (breakout),>5000 (breakout),True,True,False,0.057925318563559036,0.0,0.3036600552612107,trends+pv,0.12813524333431667,0.49674492552822314,0.18342669566340264,218,18.7,C
Q107394262,Ami Paris,French luxury ready-to-wear fashion house founded in Paris in 2011,3.0,AMI Paris,3,,3434.0,,,-11%,-16%,2584.0,+30%,+300%,0%,0%,True,False,False,0.0,0.0,0.18081647547948237,pv,0.18081647547948237,0.19238848238838516,0.1825522765158178,219,18.6,C
Q5915543,House of Worth,French house of high fashion,11.0,House of Worth,10,,2353.0,,,+2%,-63%,2026.0,>5000 (breakout),-90%,0%,0%,True,False,False,0.0,0.0,0.1496748452465437,pv,0.1496748452465437,0.3683958965174856,0.182483002937185,220,18.6,C
Q3317844,Modell's,online sporting goods store with locations in the Northeastern United States,3.0,Modell's Sporting Goods,2,,3414.0,,,-60%,+11%,3465.0,+30%,+90%,0%,0%,True,False,False,0.0,0.0,0.18028915888427868,pv,0.18028915888427868,0.19238848238838516,0.18210405740989466,221,18.6,C
Q3328552,Uterqüe,clothing and accessories brand of Massimo Dutti,14.0,Uterqüe,13,,2075.0,,,-5%,-34%,1571.0,+30%,-70%,0%,0%,True,False,False,0.0,0.0,0.14055519587776572,pv,0.14055519587776572,0.4156066225731105,0.18181290988206741,222,18.5,C
Q138318202,Syrn,American lingerie brand,3.0,Syrn,3,,3328.0,,,,,1343.0,,,no-data,no-data,True,False,False,0.0,0.0,0.1780038980995303,pv,0.1780038980995303,0.19238848238838516,0.1801615857428585,223,18.4,C
Q641722,John Lobb Bootmaker,company,13.0,John Lobb Bootmaker,12,,2093.0,,,,,1830.0,-9%,+2%,0%,0%,True,False,False,0.0,0.0,0.14116351647113531,pv,0.14116351647113531,0.40048856247679027,0.18006227337198355,224,18.4,C
Q6981479,Nautica,American clothing company,11.0,Nautica,10,,6809.0,38.86,8.15,-3%,-9%,5870.0,0%,-10%,>5000 (breakout),>5000 (breakout),True,True,True,0.1519132325372947,0.06240494397389145,0.2546123828066123,trends+news+pv,0.14560057602213725,0.3683958965174856,0.1790198740964395,225,18.3,C
Q16992933,Fabletics,"American online subscription retailer that sells women's sportswear, footwear and accessories",3.0,Fabletics,3,,6584.0,35.2,,+2%,-15%,5343.0,+40%,-30%,0%,0%,True,True,False,0.14458243634399287,0.0,0.25037027439418263,trends+pv,0.1748075329297614,0.19238848238838516,0.17744467534855496,226,18.1,C
Q2670328,River Island,English fashion brand,11.0,River Island,10,,3000.0,56.0,8.15,-18%,-72%,2341.0,-10%,-20%,>5000 (breakout),>5000 (breakout),True,True,True,0.18236362669013875,0.06240494397389145,0.1690045829060098,trends+news+pv,0.14370421311843878,0.3683958965174856,0.1774079656282958,227,18.1,C
Q23672312,Herschel,"company that manufactures backpacks, bags, accessories, and other travel goods",8.0,Herschel Supply Co.,7,,2434.0,,,+9%,-31%,2286.0,-10%,-7%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.15222926171976311,pv,0.15222926171976311,0.3141690761599811,0.1765202338857958,228,18.0,C
Q56246099,Gymshark,British sports clothing and accessories company,9.0,Gymshark,9,,14798.0,5.65,,-3%,-48%,11965.0,-8%,+40%,0%,0%,True,True,False,0.057925318563559036,0.0,0.3753525457228097,trends+pv,0.14861881203763067,0.33322662628775324,0.17630998417514904,229,18.0,C
Q927272,NKD,German multinational discount chain of clothing and housewares stores,10.0,NKD (retailer),9,,3472.0,28.34,,+16%,+16%,3454.0,-2%,+20%,>5000 (breakout),>5000 (breakout),True,True,False,0.1297311087887796,0.0,0.18181416361962346,trends+pv,0.14461198159759214,0.35125170536101313,0.1756079401621053,230,17.9,C
Q1028975,Jacques Fath,French fashion designer (1912–1954),11.0,Jacques Fath,10,,2104.0,,,+63%,+62%,3174.0,>5000 (breakout),>5000 (breakout),0%,0%,True,False,False,0.0,0.0,0.14153398082788582,pv,0.14153398082788582,0.3683958965174856,0.17556326818132578,231,17.9,C
Q4902942,Biba,fashion company,7.0,Biba,6,,4921.0,27.66,,-22%,-7%,3934.0,>5000 (breakout),-30%,0%,0%,True,True,False,0.12816525173390061,0.0,0.21645346215892555,trends+pv,0.15339045471247917,0.2938782611274845,0.17446362567472995,232,17.8,C
Q122055705,Polène,French leathergoods company,2.0,Polène,2,,3300.0,,,,,2448.0,,,,,True,False,False,0.0,0.0,0.17725350193312903,pv,0.17725350193312903,0.15708453807999054,0.17422815735515823,233,17.8,C
Q4112833,Caleres,American footwear company,6.0,Caleres,6,,2548.0,,,-26%,-23%,2059.0,-9%,+100%,0%,0%,True,False,False,0.0,0.0,0.15575341083708902,pv,0.15575341083708902,0.2720784010380316,0.17320215936723038,234,17.7,C
Q1893576,Topshop,British multinational fashion retailer,18.0,Topshop,17,,4582.0,12.23,,-18%,-26%,3721.0,-10%,-60%,0%,no-data,True,True,False,0.08522312116198562,0.0,0.20886486836876117,trends+pv,0.12054933464963578,0.47125361423997153,0.17315497658818613,235,17.7,C
Q430230,Coleman,"brand of outdoor recreation products, especially camping gear",10.0,Coleman (brand),9,,3484.0,45.71,12.09,+0%,-11%,4257.0,-10%,+10%,>5000 (breakout),>5000 (breakout),True,True,True,0.1647592542838866,0.07600695667348017,0.18212808758913646,trends+news+pv,0.14160733166181466,0.35125170536101313,0.17305398771669445,236,17.7,C
Q4828498,Avia,American shoe company,4.0,Avia (shoes),4,,3970.0,38.4,,+6%,-24%,4088.0,+3%,-20%,>5000 (breakout),>5000 (breakout),True,True,False,0.15101142966675704,0.0,0.19441649424336435,trends+pv,0.16341287668864488,0.2221510841918355,0.17222360781412346,237,17.6,C
Q3650853,Marni,Italian luxury fashion house,11.0,Marni (brand),10,,2722.0,27.66,,-3%,-18%,2687.0,-20%,-20%,>5000 (breakout),>5000 (breakout),True,True,False,0.12816525173390061,0.0,0.16098370362212017,trends+pv,0.13754195227339192,0.3683958965174856,0.17217004391000595,238,17.6,C
Q24908552,100 Thieves,"American lifestyle brand and gaming organization based in Los Angeles, California",13.0,100 Thieves,12,,11933.0,4.8,32.33,+42%,-26%,12168.0,-30%,-7%,+20%,>5000 (breakout),True,True,True,0.05339060297701964,0.12429196256360713,0.33706423608016495,trends+news+pv,0.13139573747362496,0.40048856247679027,0.17175966122409975,239,17.5,C
Q108582148,Good American,clothing line by Emma Grede and Khloé Kardashian,1.0,Good American,1,,1657.0,70.86,,+66%,+39%,2639.0,+130%,-100%,0%,0%,True,True,False,0.20513736892205128,0.0,0.12560273851133358,trends+pv,0.1824131888047034,0.11107554209591775,0.17171254179838555,240,17.5,C
Q6131944,L.L.Bean,American outdoor clothing retailer,6.0,L.L.Bean,6,,10982.0,12.37,,+7%,-15%,8902.0,0%,+3%,>5000 (breakout),>5000 (breakout),True,True,False,0.0857095187913188,0.0,0.3233542503162744,trends+pv,0.1536080135127347,0.2720784010380316,0.17137857164152923,241,17.5,C
Q5206207,Designer Brands,footwear retailer,6.0,Designer Brands,5,,2130.0,64.91,16.29,+2%,+7%,2147.0,+9%,-9%,>5000 (breakout),>5000 (breakout),True,True,True,0.19633603290578466,0.08822684221960009,0.14240579279192397,trends+news+pv,0.15311722767715716,0.2720784010380316,0.17096140368128832,242,17.4,C
Q1837290,Mexx,Dutch fashion brand,13.0,Mexx,12,,1780.0,,,-3%,-3%,1508.0,+100%,+80%,0%,0%,True,False,False,0.0,0.0,0.13018107555370345,pv,0.13018107555370345,0.40048856247679027,0.17072719859216648,243,17.4,C
Q6697865,Lucky Brand Jeans,American denim company,4.0,Lucky Brand Jeans,3,,2730.0,,,-10%,-12%,2376.0,+40%,-20%,0%,0%,True,False,False,0.0,0.0,0.161220096853163,pv,0.161220096853163,0.2221510841918355,0.17035974495396386,244,17.4,C
Q551889,Reusch,sports equipment and clothing company,13.0,Reusch (company),12,,1759.0,,,+48%,+138%,2789.0,+50%,>5000 (breakout),0%,0%,True,False,False,0.0,0.0,0.12941087508017401,pv,0.12941087508017401,0.40048856247679027,0.17007252818966645,245,17.3,C
Q1902277,Marmot,outdoor clothing and sporting goods company,9.0,Marmot (company),8,,2916.0,28.34,,+5%,-31%,2085.0,-6%,-4%,>5000 (breakout),>5000 (breakout),True,True,False,0.1297311087887796,0.0,0.16662172028287245,trends+pv,0.14027128350137757,0.33322662628775324,0.16921458491933392,246,17.3,C
Q54869493,Bimba y Lola,Spanish fashion retailer,5.0,,4,,2524.0,,,+25%,-74%,2473.0,-6%,-10%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.155018142793162,pv,0.155018142793162,0.24837246276411157,0.16902129078880443,247,17.2,C
Q3943471,Scarpa,Italian footwear company,5.0,Scarpa (company),4,,2779.0,38.86,,+9%,+6%,2741.0,+1%,-4%,>5000 (breakout),>5000 (breakout),True,True,False,0.1519132325372947,0.0,0.16266050923231515,trends+pv,0.15498388302158625,0.24837246276411157,0.16899216998296504,248,17.2,C
Q873447,Gerry Weber,fashion company,7.0,Gerry Weber,6,,2242.0,,,-60%,-58%,1494.0,+9%,-70%,0%,0%,True,False,False,0.0,0.0,0.14610183087482898,pv,0.14610183087482898,0.2938782611274845,0.1682682954127273,249,17.2,C
Q2567594,Wicked Weasel,Australian swimwear and lingerie manufacturer,4.0,Wicked Weasel,4,,2598.0,,,-21%,-29%,1793.0,-9%,-50%,0%,0%,True,False,False,0.0,0.0,0.15727417929031118,pv,0.15727417929031118,0.2221510841918355,0.16700571502553982,250,17.0,C
Q1634723,Elan,Slovenian company specializing in sporting goods,17.0,Elan (company),16,,1403.0,,,-11%,-20%,967.0,0%,-10%,0%,0%,True,False,False,0.0,0.0,0.11557574184296891,pv,0.11557574184296891,0.45797619248420973,0.16693580943915504,251,17.0,C
Q3475516,Schott NYC,American clothing manufacturing company,6.0,Schott NYC,5,,2307.0,,,-2%,-6%,1463.0,+20%,-40%,0%,0%,True,False,False,0.0,0.0,0.148204589045843,pv,0.148204589045843,0.2720784010380316,0.16678566084467128,252,17.0,C
Q3504397,Avirex,American clothng company,6.0,Avirex,6,,2307.0,,,-27%,-26%,1386.0,-20%,-20%,0%,0%,True,False,False,0.0,0.0,0.148204589045843,pv,0.148204589045843,0.2720784010380316,0.16678566084467128,253,17.0,C
Q4970227,British Knights,American casual wear brand,4.0,British Knights,3,,2575.0,,,+8%,-23%,2206.0,-3%,-20%,0%,0%,True,False,False,0.0,0.0,0.1565764603277777,pv,0.1565764603277777,0.2221510841918355,0.16641265390738635,254,17.0,C
Q1784995,Alfred Dunhill,British luxury goods brand,16.0,Alfred Dunhill Limited,15,,4536.0,10.95,,-6%,+4%,4272.0,+10%,+1%,>5000 (breakout),no-data,True,True,False,0.08064013879115794,0.0,0.20781379683113035,trends+pv,0.11697546965972151,0.444302168383671,0.16607447446831392,255,16.9,C
Q65042966,R. M. Williams,Australian footwear and clothing brand,2.0,R. M. Williams (company),2,,2936.0,,,-5%,-16%,2603.0,-20%,-50%,0%,0%,True,False,False,0.0,0.0,0.16719214892944387,pv,0.16719214892944387,0.15708453807999054,0.16567600730202586,256,16.9,C
Q5499945,Free People,American bohemian apparel and lifestyle retail company,2.0,Free People,2,,2905.0,,,+4%,-1%,2960.0,-20%,+5%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.16630715054841125,pv,0.16630715054841125,0.15708453807999054,0.16492375867814812,257,16.8,C
Q172227,Playlife,Italian sportswear brand,16.0,Playlife,15,,1400.0,,,+7%,-29%,1235.0,>5000 (breakout),>5000 (breakout),0%,0%,True,False,False,0.0,0.0,0.11545210935062798,pv,0.11545210935062798,0.444302168383671,0.16477961820558443,258,16.8,C
Q1758066,Pimkie,French fast fashion label,5.0,Pimkie,4,,2355.0,,,+1%,-8%,1964.0,-30%,-20%,0%,0%,True,False,False,0.0,0.0,0.14973844195442584,pv,0.14973844195442584,0.24837246276411157,0.1645335450758787,259,16.8,C
Q6106802,J. Press,Fashion clothier,5.0,J. Press,4,,2341.0,,,+0%,+7%,1944.0,+50%,-10%,0%,0%,True,False,False,0.0,0.0,0.14929269608190437,pv,0.14929269608190437,0.24837246276411157,0.16415466108423543,260,16.7,C
Q7444725,Sector No Limits,Italian manufacturer of jewels and watches,9.0,Sector No Limits,8,,1876.0,,,-3%,-30%,1459.0,-7%,-20%,0%,0%,True,False,False,0.0,0.0,0.13364547879259717,pv,0.13364547879259717,0.33322662628775324,0.16358265091687058,261,16.7,C
Q29015034,JW Anderson,British fashion company,3.0,JW Anderson,2,,13398.0,10.47,,+45%,+37%,13814.0,-10%,-30%,>5000 (breakout),>5000 (breakout),True,True,False,0.07885287778916025,0.0,0.35715590997082014,trends+pv,0.15836802984106307,0.19238848238838516,0.16347109772316137,262,16.7,C
Q787601,Chevignon,French clothing brand,7.0,,6,,2063.0,,,+12%,-15%,1811.0,-3%,-10%,0%,0%,True,False,False,0.0,0.0,0.1401481819078084,pv,0.1401481819078084,0.2938782611274845,0.1632076937907598,263,16.6,C
Q958209,Springfield,Spanish clothing company,7.0,,6,,2059.0,,,+17%,-16%,2206.0,-30%,-20%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.1400122476547671,pv,0.1400122476547671,0.2938782611274845,0.1630921496756747,264,16.6,C
Q3160437,Jaeger,fashion brand,8.0,Jaeger (clothing),7,,2320.0,28.8,,-1%,-28%,1799.0,+2%,+30%,0%,0%,True,True,False,0.13077973435321863,0.0,0.14862157064202097,trends+pv,0.13587740186430503,0.3141690761599811,0.16262115300865643,265,16.6,C
Q3111039,MCS,Italian clothing brand,7.0,MCS (fashion brand),7,,2061.0,32.0,,-12%,-28%,1480.0,-10%,-5%,0%,0%,True,True,False,0.13785394411597948,0.0,0.14008023127016173,trends+pv,0.13849002616003156,0.2938782611274845,0.1617982614051495,266,16.5,C
Q25222241,'47,American clothing brand,3.0,'47 (brand),3,,5200.0,28.11,,-8%,-34%,4991.0,0%,-9%,>5000 (breakout),>5000 (breakout),True,True,False,0.1292036045263445,0.0,0.22250487262441287,trends+pv,0.1558611096972212,0.19238848238838516,0.1613402156008958,267,16.5,C
Q5213855,Jimmy Choo,British high fashion house,14.0,Jimmy Choo (fashion house),14,,6672.0,6.42,,+0%,-40%,6192.0,-60%,-4%,0%,0%,True,True,False,0.061746411234654165,0.0,0.2520379119738798,trends+pv,0.1161154114458615,0.4156066225731105,0.16103909311494885,268,16.4,C
Q1384784,Express,American fashion retailer,5.0,"Express, Inc.",4,,3131.0,29.94,,-1%,-18%,2831.0,-1%,+80%,>5000 (breakout),>5000 (breakout),True,True,False,0.13334296413003102,0.0,0.17265509071978036,trends+pv,0.14457500029853085,0.24837246276411157,0.16014461966836796,269,16.3,C
Q11815580,Pepco,European discount chain of clothing and housewares stores,20.0,Pepco (retailer),19,,5337.0,9.19,8.15,+10%,-41%,5202.0,+10%,+20%,+1550%,>5000 (breakout),True,True,True,0.07387576016054913,0.06240494397389145,0.22541689099957418,trends+news+pv,0.10074274147235684,0.49674492552822314,0.16014306908073678,270,16.3,C
Q23893788,Ivy Park,activewear clothing line,6.0,Ivy Park,6,,2061.0,,,+24%,-39%,1889.0,-20%,-40%,0%,0%,True,False,False,0.0,0.0,0.14008023127016173,pv,0.14008023127016173,0.2720784010380316,0.1598799567353422,271,16.3,C
Q11788344,CCC,Polish multinational shoe store chain,7.0,,6,,322.0,56.23,24.44,-3%,+3%,377.0,-20%,-20%,+2900%,>5000 (breakout),True,True,True,0.18273773968325868,0.10806642735108225,0.05536888654566889,trends+news+pv,0.13486257535608778,0.2938782611274845,0.15871492822179728,272,16.2,C
