qid,brand,description,sitelinks,en_title,n_wikipedias,review_flag,pv_median,trends_score,news_score,wiki_mom,wiki_yoy,wiki_latest,search_mom,search_yoy,news_mom,news_yoy,elig_pv,elig_trends,elig_news,trends_ratio,news_ratio,pv_ratio,sources,attention,breadth,raw,rank,interest_index,tier
Q966905,Loewe,"fashion house specialising in leather goods, clothing, perfumes and other fashion accessories",21.0,Loewe (fashion brand),20,,24676.0,91.66,36.53,-7%,-21%,24173.0,0%,-10%,>5000 (breakout),>5000 (breakout),True,True,True,0.23331041890296564,0.13211892439461892,0.4847024723789673,trends+news+pv,0.25323138124566197,0.5090120795127969,0.29159848598573224,85,29.7,C
Q648458,Birkenstock,German shoe manufacturer,23.0,Birkenstock,22,,23883.0,80.92,44.68,+13%,-4%,41673.0,-30%,+800%,+300%,>5000 (breakout),True,True,True,0.2192159470264276,0.14611566382689967,0.47685055618420813,trends+news+pv,0.24881278389812533,0.5326995862526512,0.2913958042513042,86,29.7,C
Q849724,Q849724,Italian menswear house,29.0,Brioni (brand),28,,5786.0,,,-15%,-40%,4560.0,-6%,+8%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.23470755474572602,pv,0.23470755474572602,0.5981601002283233,0.2892254365681156,87,29.5,C
Q2263500,Ellesse,Italian sports apparel company,11.0,Ellesse,10,,7644.0,,,-5%,-13%,7514.0,+6%,+1050%,0%,0%,True,False,False,0.0,0.0,0.2697728210219872,pv,0.2697728210219872,0.3683958965174856,0.2845662823463119,88,29.0,C
Q1660552,Patagonia,American clothing company,26.0,"Patagonia, Inc.",25,,33207.0,54.17,24.44,-25%,-27%,20567.0,+1%,+250%,>5000 (breakout),>5000 (breakout),True,True,True,0.17935918621357974,0.10806642735108225,0.5622800506505286,trends+news+pv,0.23455553144222024,0.5663763566299813,0.2843286552203844,89,29.0,C
Q658961,Piaget,Swiss luxury watchmaker and jeweller,27.0,Piaget SA,26,,5378.0,,,-7%,-13%,4373.0,-10%,-20%,0%,0%,True,False,False,0.0,0.0,0.22628108534483854,pv,0.22628108534483854,0.5771654471651555,0.27891373961788607,90,28.5,C
Q2832297,ALDO,Canadian premium shoe retailer,8.0,Aldo (brand),7,,5274.0,138.74,,-1%,-23%,4618.0,-4%,+130%,>5000 (breakout),>5000 (breakout),True,True,False,0.2870417387268098,0.0,0.22408248753083312,trends+pv,0.26905338124224504,0.3141690761599811,0.27582073547990543,91,28.1,C
Q3645582,Brunello Cucinelli,Italian luxury fashion house,10.0,Brunello Cucinelli (brand),10,,7202.0,,,,,6968.0,,,,,True,False,False,0.0,0.0,0.2618571354825463,pv,0.2618571354825463,0.35125170536101313,0.27526632096431636,92,28.1,C
Q3322945,Stradivarius,women's clothing fashion brand,23.0,Stradivarius (fashion retailer),22,,4228.0,113.6,81.21,+17%,+143%,5102.0,-2%,-5%,+250%,>5000 (breakout),True,True,True,0.2597367324322402,0.19699034849140856,0.20063437504973636,trends+news+pv,0.22909234577348994,0.5326995862526512,0.27463343184536415,93,28.0,C
Q3327046,OYSHO,clothing retailer of women's sportswear and leisure wear,20.0,Oysho,19,,5820.0,,,+31%,-13%,5281.0,+60%,+20%,+450%,>5000 (breakout),True,False,False,0.0,0.0,0.23539614513384588,pv,0.23539614513384588,0.49674492552822314,0.27459846219300243,94,28.0,C
Q1400977,Missoni,Italian fashion house,21.0,Missoni,21,,5708.0,,,-48%,-23%,4326.0,-30%,+50%,0%,no-data,True,False,False,0.0,0.0,0.23312016210442607,pv,0.23312016210442607,0.5090120795127969,0.2745039497156817,95,28.0,C
Q593680,Borsalino,Italian hat company,27.0,Borsalino,26,,5134.0,,,-2%,-16%,4631.0,>5000 (breakout),0%,0%,0%,True,False,False,0.0,0.0,0.22108831326566097,pv,0.22108831326566097,0.5771654471651555,0.27449988335058517,96,28.0,C
Q691029,Pull&Bear,multinational clothing retailer from Spain,32.0,Pull&Bear,31,,10426.0,71.77,44.68,+41%,+3%,12181.0,-5%,-10%,+250%,>5000 (breakout),True,True,True,0.20645037691605203,0.14611566382689967,0.31506249979158174,trends+news+pv,0.21007238756441227,0.6283381523199622,0.27281225227774475,97,27.8,C
Q706421,New Yorker,German clothing retailer,21.0,New Yorker (clothing),20,,7714.0,83.2,97.24,-5%,+3%,7030.0,-3%,0%,+200%,>5000 (breakout),True,True,True,0.22228280581651416,0.21555726685015897,0.27100522954333667,trends+news+pv,0.2300096288719721,0.5090120795127969,0.2718599964680958,98,27.7,C
Q1361595,Erreà,Italian sports equipment company supplier,29.0,Erreà,28,,4772.0,,,-4%,+16%,5180.0,+60%,-20%,0%,0%,True,False,False,0.0,0.0,0.21315134219165677,pv,0.21315134219165677,0.5981601002283233,0.27090265589715673,99,27.6,C
Q1341990,Strauss,"Retailer for Workwear, Safety Footwear & Personal Protective Equipment",10.0,Strauss (company),9,,10895.0,89.37,,-7%,-14%,7885.0,-6%,+750%,>5000 (breakout),>5000 (breakout),True,True,False,0.23037751317861369,0.0,0.32207088858719607,trends+pv,0.2565756204382087,0.35125170536101313,0.2707770331766294,100,27.6,C
Q1075391,Chloé,French fashion house created by Gaby Aghion,30.0,Chloé,29,,11012.0,85.26,24.44,-5%,-21%,8681.0,-6%,-10%,+2700%,>5000 (breakout),True,True,True,0.22501779837828603,0.10806642735108225,0.323795609432914,trends+news+pv,0.2096879492810505,0.6083857999304881,0.26949262687846615,101,27.5,C
Q788231,Massimo Dutti,multinational clothing retailer from Spain,33.0,Massimo Dutti,32,,15683.0,67.66,16.29,+30%,+8%,15748.0,+30%,+1%,+2600%,>5000 (breakout),True,True,True,0.20045191228179543,0.08822684221960009,0.38641361977594435,trends+news+pv,0.20397673276196662,0.6380804100681715,0.26909228435789734,102,27.4,C
Q3192653,Kangol,English clothing company,10.0,Kangol,9,,6802.0,,,-2%,-32%,5350.0,+110%,+3800%,0%,0%,True,False,False,0.0,0.0,0.2544814718809473,pv,0.2544814718809473,0.35125170536101313,0.26899700690295714,103,27.4,C
Q2456630,Trussardi,Italian fashion company,15.0,Trussardi,14,,6065.0,,,+21%,+21%,6379.0,-20%,-7%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.24029971559645835,pv,0.24029971559645835,0.43019372470845035,0.26878381696325715,104,27.4,C
Q60772401,COS,London-based fashion brand,4.0,COS (fashion brand),3,,8057.0,,,,,6037.0,,,,,True,False,False,0.0,0.0,0.276964773717609,pv,0.276964773717609,0.2221510841918355,0.26874272028874296,105,27.4,C
Q53472173,Off-White,Italian luxury fashion label founded by Virgil Abloh,19.0,Off-White (company),19,,12089.0,117.26,20.24,-5%,-39%,9732.0,+1%,0%,>5000 (breakout),>5000 (breakout),True,True,True,0.2638877024329527,0.09834345171463538,0.3392603009409638,trends+news+pv,0.22929894691905972,0.48416706309510354,0.26752916434546625,106,27.3,C
Q4115012,Giordano,"Hong Kong-based retailer of men's, women's and children's quality apparel",13.0,Giordano International,12,,6251.0,,,-11%,-25%,4437.0,+3%,+5%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.2439566177754137,pv,0.2439566177754137,0.40048856247679027,0.26743640948062014,107,27.3,C
Q1726925,Maison Margiela,French fashion house,15.0,Maison Margiela,14,,23692.0,81.6,24.44,+3%,-39%,15984.0,+9%,+3%,+1050%,>5000 (breakout),True,True,True,0.22013509548966867,0.10806642735108225,0.47493996530519805,trends+news+pv,0.23747546901119862,0.43019372470845035,0.26638320736578636,108,27.2,C
Q688082,Bata,footwear and fashion accessory company,34.0,Bata Corporation,34,,29866.0,35.43,8.15,+11%,-10%,33358.0,+5%,-9%,+600%,>5000 (breakout),True,True,True,0.145054024639549,0.06240494397389145,0.5332444998076201,trends+news+pv,0.19789739547346596,0.6476761426551606,0.26536420755072015,109,27.1,C
Q817139,Benetton,Italian multinational clothing retailer,40.0,Benetton Group,40,,23293.0,38.4,3.94,+10%,-13%,21640.0,0%,-20%,>5000 (breakout),>5000 (breakout),True,True,True,0.15101142966675704,0.043389865526177435,0.4709237216592009,trends+news+pv,0.18270741882307193,0.7025034107220263,0.26067681760791506,110,26.6,C
Q1539185,Timberland,American manufacturer and retailer of outdoors wear,25.0,Timberland (company),24,,13076.0,88.69,12.09,-1%,-18%,9542.0,+10%,+80%,>5000 (breakout),>5000 (breakout),True,True,True,0.2294993894170751,0.07600695667348017,0.3528379662533178,trends+news+pv,0.20811937496124516,0.5553777104795887,0.26020812528899673,111,26.5,C
Q1056200,Cerruti 1881,French fashion house,11.0,Cerruti 1881,11,,6095.0,,,-13%,-35%,3972.0,+50%,-3%,0%,no-data,True,False,False,0.0,0.0,0.24089329340222637,pv,0.24089329340222637,0.3683958965174856,0.26001868386951527,112,26.5,C
Q1257477,Hollister Co.,American lifestyle brand owned by Abercrombie & Fitch Co.,24.0,Hollister Co.,23,,12261.0,80.92,20.24,+9%,-27%,10867.0,-70%,-80%,+80%,>5000 (breakout),True,True,True,0.2192159470264276,0.09834345171463538,0.3416652425104122,trends+news+pv,0.20744405752968686,0.5441568020760632,0.2579509692116433,113,26.3,C
Q3196299,Kiabi,French clothing retailer,11.0,,10,,5959.0,,,-6%,-20%,3739.0,+5%,+10%,+450%,no-data,True,False,False,0.0,0.0,0.23819056079018852,pv,0.23819056079018852,0.3683958965174856,0.25772136114928307,114,26.3,C
Q7131643,Pantaloons,Indian clothing retail company,4.0,Aditya Birla Fashion and Retail,4,,7216.0,,,-21%,-40%,4558.0,-10%,+20%,+130%,no-data,True,False,False,0.0,0.0,0.2621115245437706,pv,0.2621115245437706,0.2221510841918355,0.25611745849098033,115,26.1,C
Q3205965,LC Waikiki,Turkish clothing company and brand,18.0,LC Waikiki,17,,7074.0,72.46,89.36,-5%,-25%,6810.0,-20%,-30%,+650%,>5000 (breakout),True,True,True,0.20744041463436758,0.20663875345914937,0.25951973074112605,trends+news+pv,0.2176157795031538,0.47125361423997153,0.25566145471367646,116,26.1,C
Q924963,Charles Tyrwhitt,company,7.0,Charles Tyrwhitt,6,,6497.0,,,-2%,-16%,5768.0,-20%,+20%,>5000 (breakout),no-data,True,False,False,0.0,0.0,0.24871059562866335,pv,0.24871059562866338,0.2938782611274845,0.25548574545348657,117,26.1,C
Q883965,KiK,German multinational discount chain of clothing and housewares stores,11.0,KiK,10,,5237.0,96.0,,+12%,-4%,4604.0,+20%,+9%,>5000 (breakout),>5000 (breakout),True,True,False,0.2387700352326371,0.0,0.2232950733442323,trends+pv,0.23434861755023575,0.3683958965174856,0.25445570939532325,118,26.0,C
Q1684445,Superdry,British branded clothing company,15.0,Superdry & Co,14,,17995.0,36.11,,+54%,+437%,20537.0,-2%,+4%,>5000 (breakout),>5000 (breakout),True,True,False,0.1464394035076725,0.0,0.41391749179154136,trends+pv,0.22286171444592076,0.43019372470845035,0.25396151598530015,119,25.9,C
Q65090803,Fashion Nova,American based fast fashion retail company,3.0,Fashion Nova,3,,7337.0,,,,,6839.0,,,,,True,False,False,0.0,0.0,0.2642999699395937,pv,0.2642999699395937,0.19238848238838516,0.2535132468069124,120,25.9,C
Q835487,MCM Worldwide,German luxury goods house,11.0,MCM Worldwide,10,,5474.0,,,+9%,-19%,5203.0,-10%,-20%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.2282917676006334,pv,0.2282917676006334,0.3683958965174856,0.24930738693816124,121,25.4,C
Q2749082,Lord & Taylor,American luxury department store,11.0,Lord & Taylor,11,,5467.0,,,+19%,-19%,5380.0,-20%,+20%,0%,no-data,True,False,False,0.0,0.0,0.22814575430293255,pv,0.22814575430293255,0.3683958965174856,0.2491832756351155,122,25.4,C
Q429204,C.P. Company,Italian apparel brand,9.0,C.P. Company,8,,5761.0,,,-13%,-46%,3509.0,+200%,+170%,0%,0%,True,False,False,0.0,0.0,0.234199946653903,pv,0.234199946653903,0.33322662628775324,0.24905394859898056,123,25.4,C
Q7629175,Stüssy,American clothing retailer and private company,16.0,Stüssy,15,,19749.0,54.4,32.33,+7%,-27%,18002.0,+10%,+500%,>5000 (breakout),>5000 (breakout),True,True,True,0.17973955280951298,0.12429196256360713,0.4336211022904809,trends+news+pv,0.21388158563193482,0.444302168383671,0.24844467304469525,124,25.3,C
Q821969,Berluti,luxury brand,25.0,Berluti,24,,3936.0,,,+4%,+9%,3724.0,-10%,-9%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.19358219015375216,pv,0.19358219015375216,0.5553777104795887,0.24785151820262766,125,25.3,C
Q600986,Escada,German clothing company,21.0,Escada,20,,4170.0,,,-14%,+0%,3655.0,+20%,+1800%,0%,no-data,True,False,False,0.0,0.0,0.19925346463762114,pv,0.19925346463762114,0.5090120795127969,0.2457172568688975,126,25.1,C
Q110778161,SKIMS,American fashion company founded by Kim Kardashian,5.0,Skims,5,,13207.0,86.86,85.15,+21%,+5%,13372.0,-7%,+30%,+450%,>5000 (breakout),True,True,True,0.22711934105757609,0.2017123640958738,0.354600989476903,trends+news+pv,0.24499357765293078,0.24837246276411157,0.24550041041960788,127,25.0,C
Q1281935,Eckō Unltd.,brand of urban lifestyle clothing,12.0,Ecko Unltd.,11,,5066.0,,,+1%,-20%,4225.0,+20%,>5000 (breakout),0%,no-data,True,False,False,0.0,0.0,0.21961927165971054,pv,0.21961927165971054,0.3847769647767703,0.2443929256272695,128,24.9,C
Q1060537,Forever 21,Canadian clothing store chain owned by YM Inc and former American fast fashion retailer,25.0,Forever 21,24,,12915.0,26.06,,-6%,-50%,9439.0,-10%,-40%,>5000 (breakout),>5000 (breakout),True,True,False,0.12440316015518874,0.0,0.35065905610881326,trends+pv,0.1890477018562243,0.5553777104795887,0.24399720314972895,129,24.9,C
Q23823668,TK Maxx,Subsidiary of the American apparel and home goods company TJX Companies,5.0,TK Maxx,5,,14404.0,108.57,40.47,+17%,-5%,14536.0,+20%,+20%,+1150%,>5000 (breakout),True,True,True,0.25392129592328655,0.13906146343818906,0.3703219124035859,trends+news+pv,0.2427434694738172,0.24837246276411157,0.24358781846736133,130,24.8,C
Q664543,Deichmann,German shoe retailer,20.0,Deichmann SE,19,,5851.0,91.2,28.38,-15%,-14%,4815.0,+10%,+3%,+2400%,>5000 (breakout),True,True,True,0.23272424291153046,0.11645184906563957,0.2360222266736505,trends+news+pv,0.1985021215101872,0.49674492552822314,0.2432385421128926,131,24.8,C
Q3128675,Havaianas,flip-flop brand,15.0,Havaianas,14,,4588.0,,,+19%,+8%,6849.0,-20%,+40%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.20900157496245425,pv,0.20900157496245425,0.43019372470845035,0.24218039742435366,132,24.7,C
Q278948,Aquascutum,trademark and fashion brand,10.0,Aquascutum,9,,5167.0,,,+1%,-17%,3830.0,+600%,+60%,0%,0%,True,False,False,0.0,0.0,0.22179772384343943,pv,0.22179772384343946,0.35125170536101313,0.2412158210710755,133,24.6,C
Q29109956,Vetements,Swiss clothing company,12.0,Vetements,12,,4866.0,,,-9%,-40%,3898.0,+10%,-80%,0%,no-data,True,False,False,0.0,0.0,0.21524045750770487,pv,0.21524045750770487,0.3847769647767703,0.24067093359806468,134,24.6,C
Q688195,Bally,Swiss luxury fashion house,10.0,Bally (fashion house),9,,5124.0,,,,,6224.0,,,,,True,False,False,0.0,0.0,0.2208728905181536,pv,0.2208728905181536,0.35125170536101313,0.24042971274458252,135,24.5,C
Q1355658,Karl Kani,American fashion designer,6.0,Karl Kani,6,,5776.0,,,-4%,-37%,4156.0,+5%,-40%,0%,0%,True,False,False,0.0,0.0,0.23450464336107973,pv,0.23450464336107973,0.2720784010380316,0.2401407070126225,136,24.5,C
Q4791147,Aritzia,Canadian women's fashion brand,2.0,Aritzia,1,,8837.0,136.46,68.86,+11%,-16%,8351.0,+9%,-3%,+800%,>5000 (breakout),True,True,True,0.2846734013573125,0.18139432775338965,0.2900616290233634,trends+news+pv,0.25476732480934583,0.15708453807999054,0.24011490679994252,137,24.5,C
Q2820820,K-way,French clothing-retail company famous for its waterproof jackets,8.0,K-Way,7,,5297.0,,,+21%,-4%,4433.0,-60%,-70%,0%,0%,True,False,False,0.0,0.0,0.22457056966724462,pv,0.22457056966724462,0.3141690761599811,0.23801034564115509,138,24.3,C
Q1422386,K-Swiss,American footwear company,15.0,K-Swiss,14,,4333.0,,,-2%,-44%,4172.0,-3%,-10%,>5000 (breakout),no-data,True,False,False,0.0,0.0,0.20311041742882482,pv,0.20311041742882482,0.43019372470845035,0.23717291352076864,139,24.2,C
Q1445358,Wrangler,American manufacturer of jeans and other clothing items,20.0,Wrangler (brand),19,,10960.0,74.06,8.15,+1%,-16%,8340.0,+10%,+5%,>5000 (breakout),>5000 (breakout),True,True,True,0.20971817069365956,0.06240494397389145,0.32303020370333196,trends+news+pv,0.1881866092796636,0.49674492552822314,0.23447035671694755,140,23.9,C
Q3197595,Kiton,Italian men's luxury fashion house,22.0,Kiton,21,,3499.0,,,+0%,-6%,2857.0,-60%,+1150%,0%,no-data,True,False,False,0.0,0.0,0.18251973327312399,pv,0.18251973327312399,0.5209904731776234,0.2332903442587989,141,23.8,C
Q25047966,Golf Wang,North American clothing line,5.0,Golf Wang,5,,5543.0,,,+1%,-76%,3521.0,-8%,-60%,0%,0%,True,False,False,0.0,0.0,0.22972607553827232,pv,0.22972607553827232,0.24837246276411157,0.23252303362214818,142,23.7,C
Q1115170,Comme des Garçons,Japanese fashion brand,24.0,Comme des Garçons,23,,20887.0,28.8,12.09,-1%,-10%,19222.0,+4%,-9%,>5000 (breakout),>5000 (breakout),True,True,True,0.13077973435321863,0.07600695667348017,0.4459394435219637,trends+news+pv,0.1773798428830461,0.5441568020760632,0.23239638676199864,143,23.7,C
Q1095857,Clarks,British international shoe manufacturer and retailer,16.0,Clarks (shoe retailer),15,,9161.0,89.6,8.15,+16%,+0%,9105.0,+3%,-3%,>5000 (breakout),>5000 (breakout),True,True,True,0.2306737690838047,0.06240494397389145,0.29533117669551345,trends+news+pv,0.19312460307317247,0.444302168383671,0.2308012378697472,144,23.5,C
Q7193265,Rocawear,clothing brand,6.0,Rocawear,6,,5221.0,,,+2%,+4%,4497.0,-3%,-20%,0%,0%,True,False,False,0.0,0.0,0.22295370861438668,pv,0.22295370861438668,0.2720784010380316,0.2303224124779334,145,23.5,C
Q305404,Intimissimi,Italian lingerie retailer owned by Calzedonia,14.0,Intimissimi,13,,4038.0,,,+9%,-8%,3496.0,-10%,+10%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.19607445272700222,pv,0.19607445272700225,0.4156066225731105,0.22900427820391847,146,23.4,C
Q670764,Brooks Sports,sportswear company,14.0,Brooks Sports,13,,10236.0,37.49,,+3%,-17%,10256.0,+7%,+40%,>5000 (breakout),>5000 (breakout),True,True,False,0.14921137319078506,0.0,0.31217850235965255,trends+pv,0.1957734100961758,0.4156066225731105,0.22874839196771599,147,23.3,C
Q1417347,OshKosh B'Gosh,American apparel company,6.0,OshKosh B'gosh,5,,5097.0,,,+31%,+6%,6503.0,-2%,-9%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.22029019684147352,pv,0.22029019684147352,0.2720784010380316,0.22805842747095723,148,23.3,C
Q1385309,Balmain,French fashion house,19.0,Balmain (fashion house),19,,10403.0,28.34,,+12%,-20%,8661.0,-5%,-1%,>5000 (breakout),>5000 (breakout),True,True,False,0.1297311087887796,0.0,0.31471479029790705,trends+pv,0.18258358921995893,0.48416706309510354,0.22782111030123062,149,23.2,C
Q2456205,True Religion,American clothing company,5.0,True Religion,5,,5215.0,,,-7%,-10%,4488.0,+20%,-30%,0%,0%,True,False,False,0.0,0.0,0.22282556201392686,pv,0.2228255620139269,0.24837246276411157,0.22665759712645459,150,23.1,C
Q3878818,Charles & Keith,Singaporean fashion company,7.0,Charles & Keith,6,,4813.0,,,,,4410.0,,,,,True,False,False,0.0,0.0,0.2140650590709025,pv,0.2140650590709025,0.2938782611274845,0.2260370393793898,151,23.1,C
Q917561,Kitsuné,French fashion brand and record label,12.0,Maison Kitsuné,12,,4013.0,,,+1%,-16%,3561.0,-20%,-30%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.1954665438640753,pv,0.1954665438640753,0.3847769647767703,0.22386310700097956,152,22.8,C
Q4773903,Anthropologie,American clothing retailer,3.0,Anthropologie,2,,4030.0,99.2,,-7%,-17%,3293.0,+200%,+150%,>5000 (breakout),>5000 (breakout),True,True,False,0.2427169147707426,0.0,0.19588012715624012,trends+pv,0.22933497545231332,0.19238848238838516,0.2237930014927241,153,22.8,C
Q3274777,Evisu,a Japanese designer clothing company,10.0,Evisu,9,,4233.0,,,-13%,-43%,2724.0,-4%,-20%,0%,0%,True,False,False,0.0,0.0,0.200752974324177,pv,0.200752974324177,0.35125170536101313,0.2233277839797024,154,22.8,C
Q142691,Montblanc,German company,27.0,Montblanc (company),26,,18321.0,25.6,3.94,-20%,-8%,16550.0,+30%,+130%,>5000 (breakout),>5000 (breakout),True,True,True,0.1233003160039149,0.043389865526177435,0.4176499575087158,trends+news+pv,0.15819710916155386,0.5771654471651555,0.2210423598620941,155,22.5,C
Q16908664,Hoka,"American owned athletic shoe company, originally founded in France",16.0,Hoka,15,,14404.0,18.97,,+0%,+162%,34932.0,-50%,-80%,>5000 (breakout),>5000 (breakout),True,True,False,0.10613970406983816,0.0,0.3703219124035859,trends+pv,0.18162033502233754,0.444302168383671,0.22102261002653756,156,22.5,C
Q22910099,OBEY Clothing,American clothing company,9.0,Obey (clothing brand),8,,4252.0,,,-2%,-37%,3355.0,+1%,-40%,0%,0%,True,False,False,0.0,0.0,0.20120301400313104,pv,0.20120301400313104,0.33322662628775324,0.22100655584582435,157,22.5,C
Q571206,Tom Tailor,German clothing company,13.0,Tom Tailor,12,,3750.0,,,-18%,-20%,2911.0,-2%,-50%,0%,no-data,True,False,False,0.0,0.0,0.18895286794341845,pv,0.18895286794341845,0.40048856247679027,0.22068322212342423,158,22.5,C
Q2707765,Viktor & Rolf,Dutch fashion house,14.0,Viktor & Rolf,13,,3627.0,,,+32%,+2%,3608.0,-4%,-10%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.1858282050531359,pv,0.1858282050531359,0.4156066225731105,0.2202949676811321,159,22.5,C
Q866899,Lanvin,French multinational high fashion house,24.0,Lanvin,23,,5938.0,28.34,,-7%,-19%,5110.0,+3%,+1%,>5000 (breakout),>5000 (breakout),True,True,False,0.1297311087887796,0.0,0.23777048893048489,trends+pv,0.16059950311498114,0.5441568020760632,0.21813309795914343,160,22.3,C
Q532310,Hummel,Danish manufacturing company of sportswear,33.0,Hummel International,32,,11372.0,27.89,3.94,+22%,+10%,14839.0,+10%,-10%,>5000 (breakout),>5000 (breakout),True,True,True,0.12869701207479625,0.043389865526177435,0.3290457454112123,trends+news+pv,0.14317461477749382,0.6380804100681715,0.21741048407109548,161,22.2,C
Q1130409,Vertu,British manufacturer and retailer of luxury mobile phones,28.0,Vertu,27,,12930.0,26.74,8.15,-19%,-62%,8990.0,+8%,-10%,>5000 (breakout),>5000 (breakout),True,True,True,0.12601577318792115,0.06240494397389145,0.35086263177537164,trends+news+pv,0.15190189614120234,0.587756522254969,0.21728009005826732,162,22.2,C
Q125206509,Patta,Dutch streetwear brand,2.0,,1,,,87.32,,,,,-20%,-6%,0%,0%,False,True,False,0.22771994513515897,0.0,0.0,trends,0.22771994513515897,0.15708453807999054,0.2171246340768837,163,22.1,C
Q18712957,Farfetch,online luxury fashion marketplace,12.0,Farfetch,11,,7906.0,55.54,40.47,+59%,-6%,8286.0,+20%,+20%,+1100%,>5000 (breakout),True,True,True,0.18161308876192822,0.13906146343818906,0.2743571350969455,trends+news+pv,0.18739641043180993,0.3847769647767703,0.217003493583554,164,22.1,C
Q3269443,Lyle & Scott,Scottish knitwear brand well known for its golfing knitwear,8.0,Lyle & Scott,7,,4192.0,,,+3%,-20%,3391.0,-8%,-10%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.19977838187121114,pv,0.19977838187121114,0.3141690761599811,0.2169369860145266,165,22.1,C
Q17019662,Dr. Scholl's,footwear and foot care brand,9.0,Dr. Scholl's,8,,3992.0,,,+6%,-9%,4308.0,+4%,-10%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.19495443551472183,pv,0.19495443551472183,0.33322662628775324,0.21569526413067652,166,22.0,C
Q114913,Dickies,company that manufactures and sells work-related clothing and other accessories,15.0,Dickies,14,,8438.0,30.4,,-8%,-19%,6798.0,+20%,+50%,>5000 (breakout),>5000 (breakout),True,True,False,0.13436340429192395,0.0,0.2834376996959599,trends+pv,0.17695606012164852,0.43019372470845035,0.21494170980966879,167,21.9,C
Q21463374,Nordstrom Rack,American fashion retail chain,3.0,Nordstrom Rack,2,,3365.0,92.8,,-5%,-36%,2405.0,+6%,-8%,+750%,>5000 (breakout),True,True,False,0.2347568076417841,0.0,0.17899066784843243,trends+pv,0.21882362484368365,0.19238848238838516,0.21485835347538887,168,21.9,C
Q3212802,La Senza,Canadian fashion retailer,9.0,La Senza,8,,3868.0,,,+18%,-10%,2614.0,-20%,-30%,0%,0%,True,False,False,0.0,0.0,0.19190270077935367,pv,0.19190270077935367,0.33322662628775324,0.2131012896056136,169,21.7,C
Q3946053,Salvatore Ferragamo,Italian luxury goods company,21.0,Salvatore Ferragamo (company),19,,7822.0,46.4,12.09,-16%,-35%,5407.0,-3%,+7%,>5000 (breakout),>5000 (breakout),True,True,True,0.16599813061321142,0.07600695667348017,0.2728957423731507,trends+news+pv,0.1603803007832799,0.5090120795127969,0.21267506759270743,170,21.7,C
Q83750,Desigual,clothing brand headquartered in Barcelona,20.0,Desigual,19,,6271.0,28.34,,-8%,-17%,5910.0,+50%,+250%,0%,0%,True,True,False,0.1297311087887796,0.0,0.244346574254768,trends+pv,0.16247838463620487,0.49674492552822314,0.2126183657700076,171,21.7,C
Q1371677,Etro,Italian fashion house founded in 1968,14.0,Etro,13,,3277.0,,,+2%,+3%,3260.0,+2%,+20%,>5000 (breakout),>5000 (breakout),True,False,False,0.0,0.0,0.1766347202700901,pv,0.1766347202700901,0.4156066225731105,0.21248050561554316,172,21.7,C
Q1030922,Camper,spanish footwear company from Mallorca,12.0,Camper (company),11,,3472.0,,,+174%,+103%,7915.0,+20%,+250%,0%,0%,True,False,False,0.0,0.0,0.18181416361962346,pv,0.18181416361962346,0.3847769647767703,0.21225858379319548,173,21.7,C
Q1422481,Fjällräven,Swedish outdoors clothing and equipment manufacturer and retail chain,23.0,Fjällräven,22,,8443.0,16.96,,+8%,-19%,7408.0,+130%,-20%,0%,0%,True,True,False,0.1003591861835066,0.0,0.28352166382367067,trends+pv,0.1526913226521249,0.5326995862526512,0.20969256219220384,174,21.4,C
Q5370765,J.Crew,"American multi-brand, multi-channel, specialty retailer",10.0,J.Crew,9,,6972.0,80.46,12.09,-3%,-18%,5946.0,+7%,-10%,0%,>5000 (breakout),True,True,True,0.21859197858284105,0.07600695667348017,0.25764192977168254,trends+news+pv,0.18362646224780108,0.35125170536101313,0.2087702487147829,175,21.3,C
Q13882231,Alexander McQueen,British luxury fashion house,34.0,Alexander McQueen (fashion house),33,,6821.0,30.4,3.94,-25%,-53%,5977.0,0%,-20%,>5000 (breakout),>5000 (breakout),True,True,True,0.13436340429192395,0.043389865526177435,0.2548366450780457,trends+news+pv,0.13116599081942434,0.6476761426551606,0.20864251359478475,176,21.3,C
Q659863,Moschino,Italian luxury fashion house,28.0,Moschino,27,,7511.0,32.46,8.15,-15%,-31%,5253.0,+3%,-10%,>5000 (breakout),>5000 (breakout),True,True,True,0.1388412339266108,0.06240494397389145,0.2674155978146707,trends+news+pv,0.14162521971840697,0.587756522254969,0.20854491509889128,177,21.3,C
